ID,Acronym,Definition,Description,Tags,Usage Examples,Related Terms,Slug,Meta Description,Views,Status,Price (USD),Grade,Custom Pricing,Custom Pricing Data,Category ID,Suggested Category,Submitted By,Created At,Updated At
,"CXI","Community Excellence Institute","A U.S. institute focused on excellence in community education. It advances knowledge for local leaders.","Excellence, Institute, Community",,,cxi/community-excellence-institute,,0,Approved,$0,2,No,,,Community Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXICS","Community Excellence Institute of Counseling Studies","A U.S. institute for excellence in counseling education. It trains professionals for mental health support in communities.","Counseling, Excellence, Institute",,,cxics/community-excellence-institute-of-counseling-studies,,0,Approved,$0,2,No,,,Excellence Counseling,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXIFS","Community Excellence Institute of Forensic Studies","A U.S. institute for excellence in forensic education. It advances training for legal analysis in communities.","Forensic, Excellence, Institute",,,cxifs/community-excellence-institute-of-forensic-studies,,0,Approved,$0,2,No,,,Forensic Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXIHS","Community Excellence Institute of Health Studies","A U.S. institute offering health education for excellence. It prepares professionals for health strategies in communities.","Health, Excellence, Institute",,,cxihs/community-excellence-institute-of-health-studies,,0,Approved,$0,2,No,,,Health Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXIMS","Community Excellence Institute of Management Studies","A U.S. institute for excellence in management education. It trains leaders for community settings.","Management, Excellence, Institute",,,cxims/community-excellence-institute-of-management-studies,,0,Approved,$0,2,No,,,Excellence Management,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXIPS","Community Excellence Institute of Psychology Studies","A U.S. institute for excellence in psychology education. It advances training for behavior analysis in communities.","Psychology, Excellence, Institute",,,cxips/community-excellence-institute-of-psychology-studies,,0,Approved,$0,2,No,,,Excellence Psychology,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXIRS","Community Excellence Institute of Rehabilitation Studies","A U.S. institute for excellence in rehabilitation education. It prepares professionals for recovery in communities.","Rehabilitation, Excellence, Institute",,,cxirs/community-excellence-institute-of-rehabilitation-studies,,0,Approved,$0,2,No,,,Excellence Rehabilitation,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXISS","Community Excellence Institute of Safety Studies","A U.S. institute for excellence in safety education. It trains professionals for safety standards in communities.","Safety, Excellence, Institute",,,cxiss/community-excellence-institute-of-safety-studies,,0,Approved,$0,2,No,,,Excellence Safety,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXR","Community Excellence Registry","A U.S. registry for leaders in community excellence. It maintains records and certifications for local professionals.","Excellence, Registry, Community",,,cxr/community-excellence-registry,,0,Approved,$0,2,No,,,Community Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXRCS","Community Excellence Registry of Counseling Studies","A U.S. registry for excellence in counseling fields. It certifies expertise for mental health support in communities.","Counseling, Excellence, Registry",,,cxrcs/community-excellence-registry-of-counseling-studies,,0,Approved,$0,2,No,,,Excellence Counseling,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXRFS","Community Excellence Registry of Forensic Studies","A U.S. registry for excellence in forensic fields. It maintains certifications for legal analysis in communities.","Forensic, Excellence, Registry",,,cxrfs/community-excellence-registry-of-forensic-studies,,0,Approved,$0,2,No,,,Forensic Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXRHS","Community Excellence Registry of Health Studies","A U.S. registry for excellence in health fields. It certifies expertise for health strategies in communities.","Health, Excellence, Registry",,,cxrhs/community-excellence-registry-of-health-studies,,0,Approved,$0,2,No,,,Health Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXRMS","Community Excellence Registry of Management Studies","A U.S. registry for excellence in management fields. It maintains certifications for leadership in communities.","Management, Excellence, Registry",,,cxrms/community-excellence-registry-of-management-studies,,0,Approved,$0,2,No,,,Excellence Management,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXRPS","Community Excellence Registry of Psychology Studies","A U.S. registry for excellence in psychology fields. It certifies expertise for behavior analysis in communities.","Psychology, Excellence, Registry",,,cxrps/community-excellence-registry-of-psychology-studies,,0,Approved,$0,2,No,,,Excellence Psychology,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXRRS","Community Excellence Registry of Rehabilitation Studies","A U.S. registry for excellence in rehabilitation fields. It maintains certifications for recovery in communities.","Rehabilitation, Excellence, Registry",,,cxrrs/community-excellence-registry-of-rehabilitation-studies,,0,Approved,$0,2,No,,,Excellence Rehabilitation,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXRSS","Community Excellence Registry of Safety Studies","A U.S. registry for excellence in safety fields. It certifies expertise for safety standards in communities.","Safety, Excellence, Registry",,,cxrss/community-excellence-registry-of-safety-studies,,0,Approved,$0,2,No,,,Excellence Safety,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXS","Community Excellence Society","A U.S. society promoting excellence in community initiatives. It supports education and standards for local leaders.","Excellence, Society, Community",,,cxs/community-excellence-society,,0,Approved,$0,2,No,,,Community Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXSCS","Community Excellence Society of Counseling Studies","A U.S. society for excellence in counseling education. It advances training for mental health support in communities.","Counseling, Excellence, Society",,,cxscs/community-excellence-society-of-counseling-studies,,0,Approved,$0,2,No,,,Excellence Counseling,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXSFS","Community Excellence Society of Forensic Studies","A U.S. society for excellence in forensic education. It supports training for legal analysis in communities.","Forensic, Excellence, Society",,,cxsfs/community-excellence-society-of-forensic-studies,,0,Approved,$0,2,No,,,Forensic Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXSHS","Community Excellence Society of Health Studies","A U.S. society for excellence in health education. It promotes training for health strategies in communities.","Health, Excellence, Society",,,cxshs/community-excellence-society-of-health-studies,,0,Approved,$0,2,No,,,Health Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXSMS","Community Excellence Society of Management Studies","A U.S. society for excellence in management education. It supports training for leadership in communities.","Management, Excellence, Society",,,cxsms/community-excellence-society-of-management-studies,,0,Approved,$0,2,No,,,Excellence Management,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXSPS","Community Excellence Society of Psychology Studies","A U.S. society for excellence in psychology education. It advances training for behavior analysis in communities.","Psychology, Excellence, Society",,,cxsps/community-excellence-society-of-psychology-studies,,0,Approved,$0,2,No,,,Excellence Psychology,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXSRS","Community Excellence Society of Rehabilitation Studies","A U.S. society for excellence in rehabilitation education. It promotes training for recovery in communities.","Rehabilitation, Excellence, Society",,,cxsrs/community-excellence-society-of-rehabilitation-studies,,0,Approved,$0,2,No,,,Excellence Rehabilitation,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXSSS","Community Excellence Society of Safety Studies","A U.S. society for excellence in safety education. It supports training for safety standards in communities.","Safety, Excellence, Society",,,cxsss/community-excellence-society-of-safety-studies,,0,Approved,$0,2,No,,,Excellence Safety,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXVCS","Community Excellence Volunteers of Counseling Studies","A U.S. volunteer group for excellence in counseling education. It advances training for mental health support in communities.","Counseling, Excellence, Volunteer",,,cxvcs/community-excellence-volunteers-of-counseling-studies,,0,Approved,$0,2,No,,,Excellence Counseling,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXVFS","Community Excellence Volunteers of Forensic Studies","A U.S. volunteer group for excellence in forensic education. It supports training for legal analysis in communities.","Forensic, Excellence, Volunteer",,,cxvfs/community-excellence-volunteers-of-forensic-studies,,0,Approved,$0,2,No,,,Forensic Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXVHS","Community Excellence Volunteers of Health Studies","A U.S. volunteer group for excellence in health education. It promotes training for health strategies in communities.","Health, Excellence, Volunteer",,,cxvhs/community-excellence-volunteers-of-health-studies,,0,Approved,$0,2,No,,,Health Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXVMS","Community Excellence Volunteers of Management Studies","A U.S. volunteer group for excellence in management education. It supports training for leadership in communities.","Management, Excellence, Volunteer",,,cxvms/community-excellence-volunteers-of-management-studies,,0,Approved,$0,2,No,,,Excellence Management,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXVPS","Community Excellence Volunteers of Psychology Studies","A U.S. volunteer group for excellence in psychology education. It advances training for behavior analysis in communities.","Psychology, Excellence, Volunteer",,,cxvps/community-excellence-volunteers-of-psychology-studies,,0,Approved,$0,2,No,,,Excellence Psychology,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXVRS","Community Excellence Volunteers of Rehabilitation Studies","A U.S. volunteer group for excellence in rehabilitation education. It promotes training for recovery in communities.","Rehabilitation, Excellence, Volunteer",,,cxvrs/community-excellence-volunteers-of-rehabilitation-studies,,0,Approved,$0,2,No,,,Excellence Rehabilitation,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXVSS","Community Excellence Volunteers of Safety Studies","A U.S. volunteer group for excellence in safety education. It supports training for safety standards in communities.","Safety, Excellence, Volunteer",,,cxvss/community-excellence-volunteers-of-safety-studies,,0,Approved,$0,2,No,,,Excellence Safety,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXWCS","Community Excellence Workers of Counseling Studies","A U.S. group for workers promoting excellence in counseling education. It advances training for mental health support in communities.","Counseling, Excellence, Workers",,,cxwcs/community-excellence-workers-of-counseling-studies,,0,Approved,$0,2,No,,,Excellence Counseling,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXWFS","Community Excellence Workers of Forensic Studies","A U.S. group for workers promoting excellence in forensic education. It supports training for legal analysis in communities.","Forensic, Excellence, Workers",,,cxwfs/community-excellence-workers-of-forensic-studies,,0,Approved,$0,2,No,,,Forensic Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXWHS","Community Excellence Workers of Health Studies","A U.S. group for workers promoting excellence in health education. It promotes training for health strategies in communities.","Health, Excellence, Workers",,,cxwhs/community-excellence-workers-of-health-studies,,0,Approved,$0,2,No,,,Health Excellence,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXWMS","Community Excellence Workers of Management Studies","A U.S. group for workers promoting excellence in management education. It supports training for leadership in communities.","Management, Excellence, Workers",,,cxwms/community-excellence-workers-of-management-studies,,0,Approved,$0,2,No,,,Excellence Management,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXWPS","Community Excellence Workers of Psychology Studies","A U.S. group for workers promoting excellence in psychology education. It advances training for behavior analysis in communities.","Psychology, Excellence, Workers",,,cxwps/community-excellence-workers-of-psychology-studies,,0,Approved,$0,2,No,,,Excellence Psychology,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXWRS","Community Excellence Workers of Rehabilitation Studies","A U.S. group for workers promoting excellence in rehabilitation education. It promotes training for recovery in communities.","Rehabilitation, Excellence, Workers",,,cxwrs/community-excellence-workers-of-rehabilitation-studies,,0,Approved,$0,2,No,,,Excellence Rehabilitation,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
,"CXWSS","Community Excellence Workers of Safety Studies","A U.S. group for workers promoting excellence in safety education. It supports training for safety standards in communities.","Safety, Excellence, Workers",,,cxwss/community-excellence-workers-of-safety-studies,,0,Approved,$0,2,No,,,Excellence Safety,,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z
